ID,Cluster by embedding(STORY),Each StoryCluster LDA,TITLE,STORY,Each Story LDA,ENDING_SPEECH,Each Ending LDA,Cluster by embedding(ending_speech),Each EndingCluster LDA,ENDING_SPEAKER,MORAL1,MORAL2,Each Moral2 LDA,Cluster by embedding(MORAL2),Each Moral2Cluster LDA,NOTE BY GIBBS
225,6,1,THE BULLS AND THE WAGON,"Four strong bulls were straining with their shoulders to pull a wagon into town, while the wagon kept on creaking. The driver was filled with rage and leaned down next to the wagon, speaking in a voice loud enough to be heard, 'You vile creature, why are you raising such a ruckus? Those who are carrying you on their shoulders aren't making a sound!'",6,"You vile creature, why are you raising such a ruckus? Those who are carrying you on their shoulders aren't making a sound!",10,4,3,driver,none,none,none,none,,"An epimythium probably added by a later editor reads: 'Bad people are in the habit of weeping and wailing when others are working, just as if they were also exerting themselves.'"
226,6,1,THE FLEA AND THE OX,"A flea once asked an ox, 'Given that you are so exceedingly large and strong, why do you suffer this enslavement to people day after day? Look at me: I lacerate their flesh without pity, drinking great gulps of their blood!' The ox said, 'I cannot help but be grateful to the human race, since I am cherished and loved by them to an extraordinary degree, and since they often rub my forehead and shoulders.' The flea admitted, 'Woe is me! This rubbing of which you are so fond is the worst thing that can happen to me: when they do that, I die.'",5,"Woe is me! This rubbing of which you are so fond is the worst thing that can happen to me: when they do that, I die",7,5,4,flea,none,This fable shows that braggarts can be easily exposed.,3,4,,
227,6,1,THE SAILORS AND THE STONES,"While making a trip by sea, a certain well-to-do gentleman grew frustrated with the bad weather. As the sailors were rowing less strenuously on account of the weather, the man said to them, 'Hey you, if you don't make this ship go any faster, I will pelt you with stones!' One of the sailors then said to the man, 'I just wish we were somewhere where you could find stones to throw!'",4,I just wish we were somewhere where you could find stones to throw!,9,0,4,one of the sailors,none,"That is how life is: we must put up with less serious losses in order 
        to avoid worse ones.",9,2,,
228,1,0,THE DOG AND THE LION,"A dog was chasing a lion with all his might when the lion turned around and roared at him. The dog abandoned his pursuit, turned tail, and ran. A fox happened to see the dog and said, 'Why on earth would you chase after something when you cannot even stand the sound of its voice?'",2,Why on earth would you chase after something when you cannot even stand the sound of its voice?,8,3,0,fox,none,"It is a foolish man who wants to rival his superiors. He is doomed 
        to fail, and becomes a laughing-stock as well.",7,2,,
229,1,0,THE SHEPHERD AND THE LION,"A shepherd had lost one of his sheep and begged the god for help. The man vowed that if he succeeded in finding the sheep, he would offer up another sheep to the god as a sacrifice. As he wandered about, he saw the carcass of the missing sheep chewed to pieces by a lion, and then the man began to pray, 'O god, if I can just escape the threat of this wild animal, I will offer up yet another sheep as ransom for my life!'",0,"O god, if I can just escape the threat of this wild animal, I will offer up yet another sheep as ransom for my life!",10,4,3,shepherd,none,"This fable shows that each man holds his own life dearer than any amount 
        of wealth or profit.",7,3,0,"For another fable about being careful what you pray for, see Fable 462."
230,1,0,THE HUNTER AND THE LION,"A not very brave hunter was following the tracks of a lion in the deep dark woods of the mountain. When he came across a woodcutter near a large pine tree he said, 'In the name of the nymphs, have you noticed the tracks of a lion lurking in these parts?' The woodcutter replied, 'The gods must be with you! You have come in the nick of time: I can show you the lion himself at this very moment.' The hunter turned pale and his teeth began to chatter. 'It is very kind of you to do so much more than I asked,' said the hunter. 'Let's talk about the tracks, but please, don't show me the lion!'",2,"It is very kind of you to do so much more than I asked. Let's talk about the tracks, but please, don't show me the lion!",8,4,3,hunter,none,none,none,none,,
231,1,0,THE DOGS AND THE LION SKIN,"Some dogs found a lion's skin and were tearing it to shreds, when a fox saw them and said, 'If that lion were still among the living, you would see that his claws are stronger than your teeth!'",2,"If that lion were still among the living, you would see that his claws are stronger than your teeth!",9,4,3,fox,none,"This fable is for people who attack a man of renown when he has fallen 
        from his position of power and glory.",2,3,0,"Compare the Biblical proverb, 'A living dog is better than a dead lion' (Ecclesiastes 9:4)."
232,1,0,THE WOLF AND THE DOG IN PURSUIT,"As he chased after a wolf, the dog capered with pleasure at how quickly he was able to run, revelling in his own strength. In fact, the dog actually imagined that the wolf was running away from him because of his superior prowess. But then the wolf turned around and said to the dog, 'I am not running away from you! I'm just afraid of being chased down by your master.'",2,I am not running away from you! I'm just afraid of being chased down by your master,2,3,0,wolf,none,"The fable shows that you should not take pride in the good qualities 
        that actually belong to someone else.",10,3,0,
233,1,0,THE BULL AND THE GOATS,"A bull who was running away from a lion sought refuge in a cave. He found that there were already some wild goats in the cave, and the goats actually started to butt at the bull with their horns. The bull said to them, 'I am not afraid of you! It is the one outside the cave who scares me.'",2,I am not afraid of you! It is the one outside the cave who scares me,3,4,3,bull,none,"The fable shows that when you are besieged by powerful people, you 
        are subject to vicious attacks by anyone and everyone.",2,1,,
234,1,0,THE HORSE AND THE GOATS,"There were three goats who saw a terrified horse running away from a lion. The goats made fun of the horse, and the horse replied, 'O you hopeless fools, if only you knew who was chasing me! Then you would be just as terrified as I am.'",2,"O you hopeless fools, if only you knew who was chasing me! Then you would be just as terrified as I am",12,3,0,horse,"Sometimes lesser folk are accustomed to speak disparagingly to one 
        another about their superiors; listen to a fable on this topic.",People with excellent qualities are often insulted by their inferiors.,4,2,,"In Steinhowel (4.14), the fable is about three smaller goats who make fun of a larger goat who is running from a lion while in Caxton (4.14) the story concerns 'thre lytyll hedgehogges / whiche mocked a grete hedgehogge / whiche fled byfore a wulf.'"
235,1,0,"THE LION, THE ROOSTER AND THE DONKEY","A donkey and a rooster lived together on a farm. A lion who had noticed the donkey crept up and was about to pounce when the rooster let loose a squawk. This frightened the lion (for they say that lions are terrified of the rooster's crowing) and he turned tail and ran. The donkey was elated at the thought of the lion running away from a rooster. He took off in pursuit of the lion but when the donkey had gone some distance away from the farm, the lion turned around and ate him.",2,none,none,none,,none,none,"The same thing happens to people: when someone sees his enemies humbled, 
        he becomes presumptuous, and this makes it possible for his enemies to 
        destroy him before he even realizes what is happening.",0,2,,"For another story about the lion's fear of the rooster, see Fable 247."
236,1,0,THE FOX AND THE CAT,"The fox ran into the cat and asked, 'How many tricks and dodges do you know?' The cat replied, 'Actually, I don't know more than one.' The fox then asked the cat, 'What trick is that?' The cat said, 'When the dogs are chasing me, I know how to climb trees and escape.' The cat then asked the fox, 'And how many tricks do you know?' The fox said, 'I know seventeen, and that gives me a full bag of tricks! Come with me, and I'll show you my tricks so that the dogs won't be able to catch you.' The cat agreed and the two of them went off together. The hunters began to chase them with their dogs, and the cat said, 'I hear the dogs; I'm scared.' The fox replied, 'Don't be afraid! I will give you a good lesson in how to get away.' The dogs and the hunters drew nearer. 'Well,' said the cat, 'I'm going to have to leave you now; I want to do my trick.' And so the cat jumped up in the tree. The dogs let the cat go and chased the fox until they caught him: one of the dogs grabbed the fox by the leg, another grabbed his belly, another his back, another his head. The cat who was sitting up high in the tree shouted, 'Fox! Fox! Open up your bag of tricks! Even so, I'm afraid all of them put together are not going to save you from the hands and teeth of those demons!'",0,"Fox! Fox! Open up your bag of tricks! Even so, I'm afraid all of them put together are not going to save you from the hands and teeth of those demons!",2,4,3,cat,none,Against lawyers and the like.,9,2,,"Compare the Greek proverb in Archilochus, circa 650 B.C.E.: 'The fox knows many things, but the hedgehog knows one great thing' (frag. 201 West)."
237,1,0,THE TORTOISE AND THE HARE,"The hare laughed at the tortoise's feet but the tortoise declared, 'I will beat you in a race!' The hare replied, 'Those are just words. Race with me, and you'll see! Who will mark out the track and serve as our umpire?' 'The fox,' replied the tortoise, 'since she is honest and highly intelligent.' When the time for the race had been decided upon, the tortoise did not delay, but immediately took off down the race course. The hare, however, lay down to take a nap, confident in the speed of his feet. Then, when the hare eventually made his way to the finish line, he found that the tortoise had already won.",0,The fox,2,4,3,tortoise,none,"The story shows that many people have good natural abilities which 
        are ruined by idleness; on the other hand, sobriety, zeal and perseverance 
        can prevail over indolence.",2,0,,
238,1,0,THE EAGLE AND THE WREN,Aesop's wren was carried along on the shoulders of the eagle; then all of a sudden he flew off and beat the eagle to the finish line.,2,none,none,none,,none,none,none,none,none,,
239,1,0,THE EAGLE AND THE TORTOISE,"So the swift was undone by the weaker, just as the eagle was undone by the tortoise.",1,none,none,none,,none,none,none,none,none,,"Like the lions rebuking the hares (see Fable 21), this is not a complete fable but only an allusion to a fable preserved in a fragment of Achaeus, a Greek playwright of the fifth century B.C.E. None of the traditional collections of Aesopica include this allusion to a fable, although it is listed as a fable by van Dijk (15A1). Without a full account of the fable, we will never know just how the tortoise got the better of the eagle, although the reference to the eagle's swiftness suggests the possibility of some sort of race."
240,1,0,THE FISHERMAN AND THE FISH,"A fisherman was pulling in the net which he had just cast and, as luck would have it, the net was filled with all kinds of sea creatures. The little fish escaped to the bottom of the net and slipped out through its many holes, but the big fish was caught and lay stretched out flat aboard the boat.",0,none,none,none,,none,none,"To be small is a way to stay safe and avoid problems, whereas you rarely 
        see a man with a big reputation who is able to keep out of danger.",7,individual,,
241,1,0,THE BULL AND THE MOUSE,"A bull was bitten by a mouse. Smarting from the sting, the bull began to chase the mouse but the mouse was too quick for him and managed to hide in the depths of his mouse hole. The bull came to a halt and dug his horns into the walls until finally he sank down in exhaustion and went to sleep right there in front of the hole. The mouse peeped out from inside his hole, crept up on the bull, bit him again, and ran back inside his hole. The bull leaped to his feet but he had no idea what to do. 'It's not always the big one who has the power,' said the mouse, 'in some cases being humble and small is a strength!'",0,"It's not always the big one who has the power, in some cases being humble and small is a strength!",0,0,4,mouse,none,none,none,none,,
242,1,0,THE GNAT AND THE BULL,"When a gnat had challenged a bull to see who was the stronger of the two, all the people came to watch the show. Then the little gnat said to the bull, 'It's enough for me that you have accepted my challenge. This makes me your equal: you yourself have admitted as much!' The gnat then rose into the air on his light wings and sported for the crowd, ignoring the threats of the bull. If the bull had been mindful of his own mighty bulk, he would have dismissed this opponent as beneath contempt and the impertinent creature would not have had anything to boast about.",5,It's enough for me that you have accepted my challenge. This makes me your equal: you yourself have admitted as much!,8,1,2,gnat,none,"People who enter into contests with unworthy opponents lower their 
        own reputation.",5,7,,"For a similar story with a quite different conclusion, see Fable 243 (following)."
243,1,0,THE GNAT AND THE LION,"A gnat came to the lion and said, 'I am not afraid of you and you are not more powerful than me. You don't agree? Well, what kind of power do you have? The fact that you can scratch with your claws and bite with your teeth? That's the sort of thing even a woman can do when she is arguing with her husband! I am, in fact, far stronger than you are. If you agree, let's go and fight it out.' The gnat sounded his trumpet and then attacked, biting the lion around the nose where his face was not covered with hair. The lion could only wear himself out with his claws, until he finally admitted defeat. Having emerged victorious in this battle with the lion, the gnat sounded his trumpet and sang his victory ode. He then flew away -- only to get entangled in the web of a spider. As he was being eaten by the spider, the gnat bitterly lamented the fact that while he had done battle with the high and mighty, he was about to be killed by such an insignificant creature.",2,none,none,none,,none,none,none,none,none,,"There is a version of this story in Achilles Tatius, Leucippe and Cleitophon 2.22."
244,1,0,THE PRIEST AND THE LION,"One of the Galli, those priests of the Great Mother Rhea, slipped inside a deserted cave, seeking shelter from the onslaught of a winter storm. Just as the priest was brushing the snow from his hair, a ravenous lion, who was following his trail, burst into the entrance of the cave. The cave offered no other means of escape, but the priest held a huge tambourine in his hand. He struck the instrument with the flat of his palm and the whole cave resounded with the shattering sound. The wild lion could not endure the awesome clatter of the goddess Cybele, so he raced away and fled into the wooded mountainside, terrified by this effeminate servant of the goddess. The priest then hung up these robes and dedicated these fair locks of hair as an offering to the goddess.",2,none,none,none,,none,none,none,none,none,,"The great mother goddess Cybele or Cybebe (who is also referred to by the name Rhea in this poem) was worshipped throughout Anatolia (modern-day Turkey), and her cult then spread to both Greece and Rome. The priests of Cybele, called 'Galli,' were famous for their raucous devotional music (see Fable 6 for the Galli and their tambourines). Several other poems in the Greek Anthology also depict a priest of Cybele confronting a lion: 6.217, 6.218, 6.220 and 6.237."
245,1,0,THE LION AND THE MOUSE ON HIS MANE,"While a lion was sleeping, a mouse ran over his shaggy mane. This angered the lion and he leaped up from his den, all the hairs of his mane standing on end. A fox made fun of the fact that a lion, king of all the animals, had been startled by a mouse. The lion answered the fox, 'You insolent creature! I was not afraid of the mouse scratching me and running away; I was just worried that he might make a mess on my mane.'",6,You insolent creature! I was not afraid of the mouse scratching me and running away; I was just worried that he might make a mess on my mane,10,4,3,lion,none,none,none,none,,"An epimythium probably added by a later editor reads: 'Check the bold advances of insolent people at the very outset, no matter how small, and do not allow trivial persons to treat you with disrespect.'"
246,1,0,THE LION AND THE ARCHER,"A man who was an experienced shot with the bow and arrow went up on the mountain to hunt. All the animals fled from him in fear, except for the lion, who challenged the man to a battle. 'Wait!' the man said to the lion. 'Do not be so quick to think you can defeat me. First you need to get to know my messenger, and then you'll be able to choose the best course for you to follow.' Standing at some distance from the lion, the archer let loose an arrow and the barb buried itself in the soft flesh of the lion's belly. The lion was terrified and fled into the deserted forest glades. A fox standing nearby urged the lion to be brave and stand his ground, but the lion replied, 'You are not going to fool me or catch me in your trap: when he sends me such a pointed messenger as this, I already know what a fearful person he himself must be.'",2,"You are not going to fool me or catch me in your trap: when he sends me such a pointed messenger as this, I already know what a fearful person he himself must be",8,1,2,lion,none,none,none,none,,"Another version of this story (Avianus 17) is about a tiger, rather than a lion."
247,1,0,THE LION AND THE ELEPHANT,"The lion often found fault with the way he had been designed by Prometheus. Admittedly, Prometheus had made the lion very large and handsome, supplying him with sharp fangs in his jaw and arming him with claws on his feet; in short he had made the lion more powerful than all the other animals. 'Yet great though I may be,' said the lion, 'I am terribly afraid of roosters!' Prometheus replied, 'Why waste your time blaming me? You have every good quality that I was able to create, and you are afraid of absolutely nothing, except for roosters.' The lion kept on lamenting his condition, criticizing himself for being a coward until finally he just wanted to die. It was when he was in this frame of mind that the lion ran into the elephant. The lion greeted the elephant, and stopped to converse with him. When he saw that the elephant kept on flapping his ears, the lion inquired, 'What's the matter with you? Why do you keep on flapping your ears like that?' As the elephant began to speak, a gnat came whizzing by and the elephant said, 'Do you see this little thing, this little buzzing thing? If it gets inside my ear, I'm doomed.' 'Well then,' the lion concluded, 'why should I die of shame? I am an excellent creature indeed, and in much better shape than this elephant: roosters are more formidable than gnats, after all!'",2,"Well then, why should I die of shame? I am an excellent creature indeed, and in much better shape than this elephant: roosters are more formidable than gnats, after all!",8,4,3,lion,none,"You see what strength a gnat must have, given that he provokes fear 
        in the elephant.",8,individual,,"This fable is also found in Achilles Tatius, Leucippe and Cleitophon 2.21. The lion's fear of the rooster was a popular Greek and Roman legend; see, for example, Lucretius (The Nature of Things 4.710), who states that the rooster emits a painful substance that gets into the lion's eyes, although for some reason this substance does not penetrate the eyes of other creatures in the same way. For another story about the lion's fear of the rooster, see Fable 235."
248,1,0,THE HARES AND THE FROGS,"The hares voted to commit suicide and once they had resolved to die, they had only to decide on the location. The hares concluded that the pond would be an appropriate place, so they headed off in that direction, planning to take their own lives. The frogs who lived on the banks of the pond could not endure the thumping of the hares' approach, so they scampered into their hiding places beneath the water. One of the older hares saw them and said, 'Overturn this vote in favour of death! Look: there are actually creatures who are even more cowardly than we are!'",0,Overturn this vote in favour of death! Look: there are actually creatures who are even more cowardly than we are!,9,4,3,one of the older hares,A story about hares meant to comfort unhappy people.,"Unhappy people are comforted by the sight of someone who is worse off 
        than they are.",12,individual,,"Hares were the proverbial cowards of ancient Greece. The phrase 'a hare's life' was used to indicate someone who lived in a state of constant fear (e.g., Demosthenes, On The Crown 263)."
249,1,0,THE DEER AND HIS MOTHER,"The deer was being lectured by his mother, 'Why do you act this way, my child? You have been naturally endowed with horns, and you are powerfully built, so I cannot understand why you run away at the approach of the dogs.' That is what the mother said. Then, when she heard the sound of the hunting dogs in the distance, she again urged her child to stand firm while she herself took off at a run.",2,"Why do you act this way, my child? You have been naturally endowed with horns, and you are powerfully built, so I cannot understand why you run away at the approach of the dogs",10,4,3,mother,"A story about a deer, urging that advice should be given by a person 
        who is also capable of action.",It is easy to advise action which cannot be carried out.,11,individual,,"Like the hare, the deer was a proverbial coward in Greek (e.g., in Homer, Iliad 1.225, Achilles denounces Agamemnon for having 'the heart of a deer')."
250,1,0,"THE MICE, THE CAT AND THE BELL","There were once some mice who held a meeting about how to defend themselves from the cat. A certain wise mouse said, 'A bell should be tied around the neck of the cat so that we would be able to hear him wherever he goes and have advance warning of his attacks.' They all agreed with this proposal. A mouse then asked, 'Who will tie the bell around the cat's neck?' One mouse answered, 'Not me, that's for sure!' Another answered: 'Not me either! I wouldn't so much as go near that cat for anything in the world!'",5,Not me either! I wouldn't so much as go near that cat for anything in the world!,5,4,3,Another mouse,none,none,none,none,,"Archibald Douglas, Earl of Angus (1449-1514) was nicknamed 'Bell-the-Cat' for an incident in 1482: the story goes that the nobles of Scotland had formed a conspiracy against Robert Cochrane, a favourite of James III and when the question was posed, 'Who will bell the cat?', Archibald Douglas shouted 'That will I!' He disposed of Cochrane and later participated in the rebellion that deposed James III in 1488."
251,1,0,THE COWARD AND THE RAVENS,"A coward was leaving on his way to war. Some ravens cawed at him, so he put his weapons down and stood still. Then he took up his arms once more and proceeded on his way, but the ravens cawed at him again. The coward stopped and finally said, 'Squawk at me as long as you want: you are still not going to get a bite out of my flesh!'",5,Squawk at me as long as you want: you are still not going to get a bite out of my flesh!,1,2,4,coward,none,This is a story for people who are terrible cowards.,0,0,,"This story is found in Plutarch, Life of Phocion 9."
252,1,0,THE MUSICIAN AT HOME,"There was once a musician who had no talent whatsoever but he played his lyre in a room that had thick plaster upon the walls so when he heard the echoing sound, he concluded that he must be an excellent musician indeed. Puffed up with pride, he decided to perform on the stage. But when he made his debut at the theatre, his performance was so dreadful that the audience threw stones at him, driving him off the stage.",6,none,none,none,,none,none,"The fable shows that the same is true of public speakers: while they 
        are still in school they may think that they have some talent, but they 
        find out they are worthless when they embark on a public career.",12,4,,
253,1,0,THE BEAUTY CONTEST OF THE ANIMALS,"Zeus had decided to award prizes to the most beautiful animal babies so he inspected each and every one of them in order to reach a decision. The monkey also participated, claiming to be the mother of a very beautiful baby: a naked, snub-nosed little monkey whom she cradled in her arms. When the gods took a look at that monkey, they all started to laugh but his mother insisted, 'The winner is for Zeus to decide! But in my eyes this one is the most beautiful of all.'",4,The winner is for Zeus to decide! But in my eyes this one is the most beautiful of all,2,0,4,monkey,none,none,none,none,,"An epimythium probably added by a later editor reads: 'This story has the following meaning for everyone, in my opinion: each person thinks that his own child is beautiful.' For the beauty contest of the animals, see Fable 329 and for another fable about the monkey and her offspring, see Fable 497."
254,1,0,THE YOUNG MAN AND THE PROSTITUTE,"A dishonest prostitute was trying to seduce a young man and he willingly gave himself over to her deceptions, even though she often caused him considerable pain and suffering. The scheming creature would say things like, 'Although many men vie for my favours with gifts, I value you the most of all.' Thinking about how often she had tricked him, the young man remarked, 'I am glad to hear it, my darling - not because I believe you, but because what you say pleases me.'",2,"I am glad to hear it, my darling - not because I believe you, but because what you say pleases me",0,1,2,the young man,none,none,none,none,,There is a promythium appended to the fable in Perotti's Appendix: 'The things which bring us pleasure can often be hazardous as well.'
255,1,0,THE FOX AND THE GRAPES,"Driven by hunger, a fox tried to reach some grapes hanging high on the vine. Although she leaped with all her strength, she couldn't manage to reach the grapes. As she went away, the fox remarked, 'Oh, you aren't even ripe yet! I don't need any sour grapes.'",6,"Oh, you aren't even ripe yet! I don't need any sour grapes",10,2,4,fox,none,"People who speak disparagingly of things that they cannot attain would 
        do well to apply this instructive little story to their own lives.",0,4,,"For a version of this fable involving a mouse, see Fable 256 (following)."
256,1,0,"THE MOUSE, THE FOX AND THE GRAPES","A fox saw a cluster of grapes hanging from a trellis and wanted to eat them, but the grapes were too high and she could not find a way to get at them. A mouse saw the fox and grinned as he said, 'You'll have to go hungry!' The fox didn't want a mouse to have the last word, so she replied, 'Those grapes are sour!'",6,Those grapes are sour!,3,2,4,fox,none,The fable indicts wicked people who refuse to listen to reason.,10,1,,
257,1,0,THE HUNTER AND THE HORSEMAN,"There was a hunter who had caught a hare and was carrying it home. As he went along his way, he met a man on horseback who asked him for the hare, pretending that he wanted to buy it. As soon as he got the hare from the hunter, the horseman immediately took off at a gallop. The hunter began to pursue the horseman thinking that he might catch up with him. When the horseman finally disappeared into the distance, the hunter reluctantly said, 'Go ahead then! That hare is my gift to you.'",0,Go ahead then! That hare is my gift to you,4,4,3,hunter,none,"This fable shows that people who involuntarily have their property 
        taken from them often pretend that they made a gift of it voluntarily.",4,4,,
258,1,0,THE RIVERS AND THE SEA,"The rivers came together in order to make a complaint against the sea. They told her, 'Why is it that we come to you with waters that are sweet and fit to drink, but you change them into something salty and undrinkable?' In response to the rivers' criticism, the sea replied, 'Don't come, and you won't get salty!'",2,"Don't come, and you won't get salty!",12,2,4,the sea,none,"This fable depicts people who criticize someone inappropriately even 
        though that person is actually helping them.",1,1,,
259,1,0,THE MOLE AND THE FRANKINCENSE,"A mole (which is a blind animal) told his mother that he could see. The mother tested him by giving him a grain of frankincense and asking him what it was. He said it was a little pebble, whereupon she exclaimed, 'My son, in addition to your blindness, you have also lost your sense of smell!'",4,"My son, in addition to your blindness, you have also lost your sense of smell!",11,2,4,mother,none,"So too there are certain charlatans who promise incredible things but 
        who are revealed for what they truly are in trivial matters.",1,0,,"The mole was proverbial for blindness, as in the Greek saying 'blinder than a mole' (e.g., Apostolius 17.35) and also in Latin, 'you've got the eyes of a mole' (Jerome, Epistles 84.7)."
260,1,0,THE MOLE AND THE FRANKINCENSE,"Moles are blind animals. A mole once said to his mother, 'I see a mulberry, mother!' Then he said, 'And I smell incense all around!' And he spoke a third time and said, 'And I can hear the sound of a tiny bronze ball.' His mother then said, 'My son, now I understand that in addition to lacking sight, you have also lost your sense of hearing and smell!'",1,"My son, now I understand that in addition to lacking sight, you have also lost your sense of hearing and smell!",11,2,4,mother,none,"The story shows that there are some charlatans who promise incredible 
        things but who are revealed for what they truly are in trivial matters.",1,0,,"In this more elaborate version of the preceding fable, the mole provides three distinct impressions of the grain of incense: it looks like a berry, it smells like incense, and it sounds like a little metal ball."
261,1,0,THE MOLE AND HIS MOTHER,"The mole is a handicapped animal: he is blind. There was once a mole who wanted to kiss his mother, but instead of pressing up against her mouth, he pressed against her private parts. His brothers realized what he was doing and one of them remarked, 'It serves you right! You had great expectations, but you have gone and lost even your sense of smell.'",2,"It serves you right! You had great expectations, but you have gone and lost even your sense of smell",4,2,4,brother,none,"The story shows that a sinful mind can even change a person's nature, 
        causing it to be impaired.",11,0,,"This bizarre version of the blind mole motif should probably not even be considered the 'same' story as the preceding two fables, although they have been inventoried as a single fable by modern editors."
262,1,0,THE STAG AND HIS REFLECTION,"A stag had grown thirsty and went to a spring in order to drink some water. When he saw the reflection of his body in the water, he disparaged the slenderness of his legs but revelled in the shape and size of his horns. All of a sudden, some hunters appeared and began to chase him. As the stag ran along the level ground of the plain, he outdistanced his pursuers and beat them to the marsh by the river. Without thinking about what he was doing, the stag kept on going, but his horns became tangled in the overhanging branches and he was captured by the hunters. The stag groaned and said, 'Woe is me, wretched creature that I am! The thing that I disparaged could have saved me while I have been destroyed by the very thing I boasted about.'",3,"Woe is me, wretched creature that I am! The thing that I disparaged could have saved me while I have been destroyed by the very thing I boasted about",8,1,2,stag,none,"This fable shows people should not praise themselves for something 
        unless it is useful and beneficial.",9,4,,
263,1,0,"THE DOG, THE MEAT AND THE REFLECTION","A dog seized some meat from the butcher shop and ran away with it until he came to a river. When the dog was crossing the river, he saw the reflection of the meat in the water, and it seemed much larger than the meat he was carrying. He dropped his own piece of meat in order to try to snatch at the reflection. When the reflection disappeared, the dog went to grab the meat he had dropped but he was not able to find it anywhere, since a passing raven had immediately snatched the meat and gobbled it up. The dog lamented his sorry condition and said, 'Woe is me! I foolishly abandoned what I had in order to grab at a phantom, and thus I ended up losing both that phantom and what I had to begin with.'",2,"Woe is me! I foolishly abandoned what I had in order to grab at a phantom, and thus I ended up losing both that phantom and what I had to begin with",9,5,4,dog,none,This fable is about greedy people who grasp at more than they need.,3,3,0,"There is a similar story in the Buddhist Calladhanuggaha-jataka in which a jackal is crossing a stream carrying a piece of meat in his mouth: when he puts down the meat to try to catch some fish, a vulture steals the meat and the jackal ends up with nothing."
264,1,0,"THE FOX, THE MOON AND THE RIVER","A fox was out walking one night next to a river. She saw the light of the moon reflected in the water and mistook it for a piece of cheese. The fox started to lap at the water, thinking that if she could drink up all the water, she would find the cheese in the dry riverbed. The fox lapped and lapped at the water until finally she choked and died.",3,none,none,none,,none,none,"So every greedy man goes chasing after profit with such an intensity 
        that he destroys himself without achieving anything.",11,0,,"For the motif of 'drinking the river,' see Fable 442. Compare the English proverbial fool: 'hee thinkes the Moone is made of greene cheese' (Oxford Dictionary of English Proverbs, c. 1611)."
265,1,0,THE WOLF AND HIS SHADOW,"There was once a wolf who went wandering in the desert as the sun was sinking and about to set. Seeing his long shadow, the wolf exclaimed, 'Should someone as great as myself be afraid of a lion? I'm a hundred feet tall! Clearly I should be the king of all the animals in the world!' As the wolf was boasting, a mighty lion seized and devoured him. Realizing his mistake after the fact, the wolf exclaimed, 'My self-conceit has been my undoing!'",2,My self-conceit has been my undoing!,9,1,2,wolf,none,none,none,none,,
266,1,0,THE GOAT AND HIS REFLECTION,"A wolf was chasing the billy goat of the herd, intending to capture him. The goat climbed up on a tall cliff where he was safe, so the wolf besieged the goat from the bottom of the cliff. After two or three days, when the wolf had grown hungry and the goat had grown thirsty, they each went away: the wolf left first in order to look for food and then the goat went away to find a drink of water. When he had quenched his thirst, the goat noticed his reflection in the water and said, 'Oh what fine legs I have and what a beautiful beard and what great horns! Just let that wolf try to make me run away: this time I will defend myself! I will not let that wolf have any power over me!' Behind the goat's back, the wolf had been listening in silence to every word the goat said. Then, as he plunged his teeth deep into the goat's flank, the wolf asked, 'What is this you are saying, brother goat?' The goat, when he realized he was trapped, said, 'O my lord wolf, I admit my mistake and beg your forgiveness! After a goat has something to drink, he says things he shouldn't.' But the wolf showed no mercy and devoured the goat.",2,"O my lord wolf, I admit my mistake and beg your forgiveness! After a goat has something to drink, he says things he shouldn't",8,4,3,goat,"It often happens that the weak and the poor try to rebel against the 
        high and mighty. Listen to a fable about such an event.","The fable warns us that weak and poor people should not try to rebel 
        against the high and mighty.",7,1,,
267,1,0,THE DOG IN WINTER AND SUMMER,"It was winter time and the dog was lying all curled up in a ball because of the cold. This made him think about building a house, but when summer came, he was once again able to sleep stretched out at full length. In fact, the dog was so impressed by his own size that he decided not to build himself a house after all, seeing as it would be no small job to make a house big enough to fit him.",3,none,none,none,,none,none,none,none,none,,"This same fable is found in Rumi, Mathnawi 3.2885 ff."
268,1,0,THE CAMEL AND THE PEOPLE,"The first time that they saw the camel, the people were afraid and ran away, awestruck by her immense size. Yet as time went by, they recognized the camel's gentle nature and grew bold enough to approach her. Gradually they realized that this was a creature who was incapable of anger. Their contempt for the camel finally reached the point that they placed a bridle on the camel and allowed their children to ride her.",0,none,none,none,,none,none,"The fable shows that familiarity mollifies even the most terrifying 
        things.",2,4,,
269,1,0,THE FOX AND THE LION,"The fox had never seen a lion before, so when she happened to met the lion for the first time she all but died of fright. The second time she saw him, she was still afraid, but not as much as before. The third time, the fox was bold enough to go right up to the lion and speak to him.",1,none,none,none,,none,none,"The fable shows that familiarity makes it easy to confront even frightening 
        situations.",2,4,,
270,1,0,THE LION AND THE FROG,"A lion heard a frog croaking loudly and turned towards the sound, thinking that this must be the sound of some huge beast. After a while, the lion saw the frog come up out of the swamp. He went over to the frog and as he crushed him underfoot, the lion said, 'No one should be worried about a sound before the thing itself has been examined.'",6,No one should be worried about a sound before the thing itself has been examined,8,3,0,lion,none,"This fable is for a man with a big mouth who talks and talks without 
        accomplishing anything.",2,3,0,"For another fable about noisy frogs, see Fable 54."
